Famille;Rayon;Référence;Titre;Prix idealo (€);Pack;Type;Voltage;Coffret;Ah;Nb outils;Nb batteries;Nb pièces;Édition limitée;Origine;Signal de classement;Clé de doublon;Niveau de clé;Variante;Doublons fusionnés;Réf. fiche du site;Prix actuel du site (€)
Électro portatif;vissage-choc;DCF503D1-QW;DEWALT DCF503D1-QW;257,95;pack;cliquet;;AUCUN;2;;1;;;inconnu;famille:machine;REF:DCF503|PACK;référence;PACK;1;;
Électro portatif;batterie;;Dewalt kit de batteries 18V 5,0Ah - lot de 2;258,28;pack;batterie;18;;5;;2;2;;sans-ref;famille:energie;TIT:kit de batteries 18v 5 0ah lot de 2;titre;PACK;1;;
Électro portatif;meulage;;Meuleuse d'angle Dewalt 230/2200W avec pare-béton;258,49;seul;meuleuse d'angle;;AUCUN;;;;;;sans-ref;famille:machine;TIT:meuleuse d angle 230 2200w avec pare b ton;titre;OUTIL;1;;
Électro portatif;chantier;DCE050N-XJ;DEWALT DCE050N-XJ;258,68;seul;pompe;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCE050|OUTIL;référence;OUTIL;1;;
Électro portatif;meulage;DCG404NT-XJ;DeWALT DCG404NT-XJ Corps De Meuleuse D'angle Compacte Sans Fil 18 V Li-ion Dans Un Coffret TSTAK - 125 Mm;258,83;pack;meuleuse d'angle;18;TSTAK;;;0;;;sans-ref;famille:machine;REF:DCG404|PACK;référence;PACK;9;;
Électro portatif;percage;;DEWALT DEWALT Présentoir de comptoir Set de visseuses 12xDT71516M Quantité:1;258,99;pack;visseuse;;AUCUN;;;;;;sans-ref;famille:machine;TIT:pr sentoir de comptoir set de visseuses 12xdt71516m quantit 1;titre;PACK;1;;
Électro portatif;sciage;DCS578NT-XJ;DEWALT DCS578NT-XJ;259,18;seul;scie circulaire;;TSTAK;;;0;;;inconnu;famille:machine;REF:DCS578|OUTIL;référence;OUTIL;3;;
Électro portatif;sciage;;DeWalt D1 (1x batterie 2 Ah avec chargeur en mallette);259,53;pack;scie sauteuse;;GENERIQUE;2;;1;;;sans-ref;famille:machine;TIT:d1 1x batterie 2 ah avec chargeur en mallette;titre;PACK;1;;
Électro portatif;percage;DCD85MM2T;DeWalt McLaren DCD85MM2T Impact Drill incl. 2nd Battery, incl. Charger;259,90;pack;perceuse-visseuse;18;TSTAK;4;;2;;oui;sans-ref;famille:machine;REF:DCD85|PACK;référence;PACK;3;;
Électro portatif;fixation;DPN1564APP;DEWALT DPN1564APP;260,24;seul;cloueur;;AUCUN;;;;;;inconnu;famille:machine;REF:DPN1564|OUTIL;référence;OUTIL;1;;
Électro portatif;batterie;DCB549-XJ;DEWALT DCB549-XJ;261,09;pack;batterie;18;;15;;18;;;inconnu;famille:energie;REF:DCB549|PACK;référence;PACK;1;;
Électro portatif;sciage;DCMPS520P1;DeWalt DCMPS 520 P1;262,32;seul;scie;;AUCUN;;;;;;sans-ref;famille:machine;REF:DCMPS520|OUTIL;référence;OUTIL;2;;
Électro portatif;percage;DCDW103-XJ;DEWALT DCDW103-XJ DCDW103-XJ Couronne de perçage à eau diamantée 82 mm 1 pc(s);262,35;seul;;;AUCUN;;;;;;sans-ref;famille:machine;REF:DCDW103|OUTIL;référence;OUTIL;1;;
Électro portatif;combo;DWMT73803;DEWALT DWMT73803;262,64;pack;pack d'outils;;GENERIQUE;;;;;;inconnu;famille:machine;REF:DWMT73803|PACK;référence;PACK;1;;
Électro portatif;confort;DWST1-81079;DEWALT DWST1-81079;266,00;seul;radio de chantier;;AUCUN;;;;;;inconnu;famille:machine;REF:DWST1-81079|OUTIL;référence;OUTIL;1;;
Électro portatif;sciage;DCS389NT-XJ;DEWALT DCS389NT-XJ;267,09;seul;scie sabre;54;TSTAK;;;0;;;inconnu;famille:machine;REF:DCS389|OUTIL;référence;OUTIL;3;;
Électro portatif;jardin;DCM651PB-S;DEWALT DCM651PB-S;268,61;pack;coupe-bordure;;AUCUN;;;1;;;inconnu;famille:machine;REF:DCM651|PACK;référence;PACK;1;;
Électro portatif;meulage;DCW682NT-XJ;DEWALT DCW682NT-XJ;269,00;seul;rainureuse;;TSTAK;;;0;;;inconnu;famille:machine;REF:DCW682|OUTIL;référence;OUTIL;3;;
Électro portatif;vissage-choc;DCF899NT;"DeWALT DCF899NT-XJ — Boulonneuse à chocs 18V 1/2"" DCF899NT-XJ";269,17;pack;visseuse à chocs;;TSTAK;2;;1;;;reconnu;famille:machine;REF:DCF899|PACK;référence;PACK;22;DCF899NT-XJ;322,51
Électro portatif;chantier;DCGG581N-XJ;Pompe à graisse 18V DCGG581N-XJ DEWALT;269,90;seul;pompe à graisse;18;AUCUN;;;0;;;sans-ref;famille:machine;REF:DCGG581|OUTIL;référence;OUTIL;13;;
Électro portatif;fixation;DPN64C-XJ;DEWALT DPN64C-XJ;269,99;seul;cloueur;;AUCUN;;;;;;inconnu;famille:machine;REF:DPN64|OUTIL;référence;OUTIL;1;;
Électro portatif;percage;DCD803KN-XJ;DEWALT 18V XR Perceuse-visseuse à multi-têtes avec 4 têtes interchangeables, sac à outils et jeu de 10 embouts de vissag;270,00;pack;perceuse-visseuse;18;AUCUN;;;0;10;;sans-ref;famille:machine;REF:DCD803|PACK;référence;PACK;3;;
Électro portatif;;DCE590N-XJ;DeWALT DCE590N-XJ — Ventouse à vide d'air 18V DCE590N-XJ;272,20;pack;;18;AUCUN;;;1;;;reconnu;famille:machine;REF:DCE590|PACK;référence;PACK;11;DCE590N-XJ;414,76
Électro portatif;vissage-choc;DCF870D1T-QW;Dewalt DCF870D1T-QW Visseuse à chocs Hydraulique XR 18V 1/4″ Brushless 1 x 2,0Ah Batterie + chargeur en Coffret TSTAK;272,44;pack;visseuse à chocs;18;TSTAK;2;;1;;;sans-ref;famille:machine;REF:DCF870|PACK;référence;PACK;5;;
Électro portatif;fixation;DPN75C-XJ;DEWALT DPN75C-XJ;273,41;seul;cloueur;;AUCUN;;;;;;inconnu;famille:machine;REF:DPN75|OUTIL;référence;OUTIL;1;;
Électro portatif;chantier;DXCMS2550HE;DEWALT DXCMS2550HE;273,99;seul;compresseur;;AUCUN;;;;;;inconnu;famille:machine;REF:DXCMS2550|OUTIL;référence;OUTIL;2;;
Électro portatif;meulage;DCG440N;DeWALT DCG440N-XJ — Meuleuse d'angle 180 mm 54V XR FlexVolt Brushless (machine seule);274,74;seul;meuleuse d'angle;54;AUCUN;;;0;;;reconnu;famille:machine;REF:DCG440|OUTIL;référence;OUTIL;2;DCG440N-XJ;365,38
Électro portatif;mesure;DCE0822D1R;DEWALT DCE0822D1R;274,99;seul;niveau laser;;AUCUN;;;;;;inconnu;famille:machine;REF:DCE0822|OUTIL;référence;OUTIL;2;;
Électro portatif;chantier;DPC10QTC-QS;DEWALT DEWALT Compresseur de montage DPC10QTC-QS Quantité:1;274,99;seul;compresseur;;AUCUN;;;;;;sans-ref;famille:machine;REF:DPC10|OUTIL;référence;OUTIL;4;;
Électro portatif;vissage-choc;DW294;DEWALT DW294;275,33;seul;visseuse à chocs;;AUCUN;;;;;;inconnu;famille:machine;REF:DW294|OUTIL;référence;OUTIL;1;;
Électro portatif;sciage;DCS377NT-XJ;DEWALT DCS377NT-XJ;275,58;seul;scie à ruban;;TSTAK;;;0;;;inconnu;famille:machine;REF:DCS377|OUTIL;référence;OUTIL;1;;
Électro portatif;vissage-choc;DCF860D1T-QW;Dewalt DCF860D1T-QW Visseuse à chocs XR 282Nm 18V 1 x 2.0Ah batterie + chargeur en Coffret TSTAK;276,88;pack;visseuse à chocs;18;TSTAK;2;;1;;;sans-ref;famille:machine;REF:DCF860|PACK;référence;PACK;9;;
Électro portatif;;DCE580N-XJ;DEWALT DCE580N-XJ;277,10;seul;;18;AUCUN;;;0;;;inconnu;famille:machine;REF:DCE580|OUTIL;référence;OUTIL;1;;
Électro portatif;sciage;DCS579NT-XJ;DeWALT DCS579NT-XJ — Scie circulaire 54V Ø190 mm DCS579NT-XJ;277,35;seul;scie circulaire;;TSTAK;;;0;;;reconnu;famille:machine;REF:DCS579|OUTIL;référence;OUTIL;2;DCS579NT-XJ;476,21
Électro portatif;jardin;;DeWalt Sécateur By-Pass 21,5 cm Noir;278,00;seul;sécateur;;AUCUN;;;;;;sans-ref;famille:machine;TIT:s cateur by pass 21 5 cm noir;titre;OUTIL;1;;
Électro portatif;bois;DWE6005;DEWALT DWE6005;278,92;seul;affleureuse;;AUCUN;;;;;;inconnu;famille:machine;REF:DWE6005|OUTIL;référence;OUTIL;1;;
Électro portatif;;;"Dewalt.grzechotka 12v 54nm 1/4"" 1x2,0ah dcf504d1";279,10;seul;;12;;2;;;;;sans-ref;titre;TIT:grzechotka 12v 54nm 1 4 1x2 0ah dcf504d1;titre;OUTIL;1;;
Électro portatif;perforation;DT60302-QZ;DEWALT - Perforateur-Burineur SDS-PLUS Brushless 2.6J 18V 4Ah Li-Ion - Sans Fil avec Coffret TSTAK & Jeu de 6 Forets SDS;280,74;pack;perforateur;18;TSTAK;4;;;6;;sans-ref;famille:machine;REF:DT60302|PACK;référence;PACK;1;;
Électro portatif;vissage-choc;DCF504D1;DEWALT DCF504D1;281,36;pack;cliquet;;AUCUN;2;;1;;;inconnu;famille:machine;REF:DCF504|PACK;référence;PACK;1;;
Électro portatif;meulage;DCG414;DEWALT DCG414;281,75;seul;meuleuse d'angle;54;AUCUN;;;;;;inconnu;famille:machine;REF:DCG414|OUTIL;référence;OUTIL;2;;
Électro portatif;jardin;DCMCS574N-XJ;DEWALT DCMCS574N-XJ;282,41;seul;tronçonneuse;54;AUCUN;;;0;;;inconnu;famille:machine;REF:DCMCS574|OUTIL;référence;OUTIL;2;;
Électro portatif;jardin;DCMCS565P1-QW;DEWALT DCMCS565P1-QW;283,00;pack;tronçonneuse;18;AUCUN;5;;1;;;inconnu;famille:machine;REF:DCMCS565|PACK;référence;PACK;3;;
Électro portatif;vissage-choc;DCF880M2;DEWALT DCF880M2;284,00;pack;visseuse à chocs;;TSTAK;4;;2;;;inconnu;famille:machine;REF:DCF880|PACK;référence;PACK;1;;
Électro portatif;mesure;DCLE34021D1-QW;DeWALT DCLE34021D1-QW — Laser croix compact faisceau vert XR 18V DCLE34021D1-QW;285,90;pack;niveau laser;;AUCUN;2;;1;;;reconnu;famille:machine;REF:DCLE34021|PACK;référence;PACK;3;DCLE34021D1-QW;446,81
Électro portatif;meulage;D28885;DEWALT D28885;286,00;seul;meuleuse droite;;AUCUN;;;;;;inconnu;famille:machine;REF:D28885|OUTIL;référence;OUTIL;1;;
Électro portatif;percage;DCD8052;DEWALT DCD8052;286,04;seul;perceuse-visseuse;;AUCUN;;;;;;inconnu;famille:machine;REF:DCD8052|OUTIL;référence;OUTIL;1;;
Électro portatif;bois;D26203;DEWALT D26203;287,89;seul;défonceuse;;AUCUN;;;;;;inconnu;famille:machine;REF:D26203|OUTIL;référence;OUTIL;1;;
Électro portatif;sciage;DW23700;DEWALT DW23700;288,89;seul;scie circulaire;;AUCUN;;;;;;inconnu;famille:machine;REF:DW23700|OUTIL;référence;OUTIL;1;;
Électro portatif;sciage;DCS571E1T;DEWALT DCS571E1T;289,72;pack;scie circulaire;;TSTAK;1.7;;1;;;inconnu;famille:machine;REF:DCS571|PACK;référence;PACK;2;;
Électro portatif;chantier;DXPW002U-QS;DEWALT DXPW002U-QS;290,00;seul;nettoyeur haute pression;;AUCUN;;;;;;inconnu;famille:machine;REF:DXPW002|OUTIL;référence;OUTIL;8;;
Électro portatif;perforation;DCH273NT;DeWalt DCH 273 NT 18 V Brushless Perforateur-burineur SDS-Plus + Coffret TSTAK + 5 forets - sans Batterie, sans Chargeur;291,40;pack;perforateur;18;TSTAK;;;0;5;;sans-ref;famille:machine;REF:DCH273|PACK;référence;PACK;43;;
Électro portatif;combo;DCK791;DEWALT DCK791;291,41;seul;pack d'outils;;AUCUN;;;;;;inconnu;famille:machine;REF:DCK791|OUTIL;référence;OUTIL;2;;
Électro portatif;vissage-choc;DCF85ME2GT-QW;DEWALT DCF85ME2GT-QW;293,00;seul;visseuse à chocs;;AUCUN;1.7;;;;oui;inconnu;famille:machine;REF:DCF85|OUTIL;référence;OUTIL;1;;
Électro portatif;meulage;DCG408NT-XJ;Meuleuse Ø125 mm 18V DCG408NT-XJ + 1 batterie 18V 5 Ah + 1 Chargeur DCB1104-QW DEWALT;294,90;pack;meuleuse;18;TSTAK;5;;1;;;sans-ref;famille:machine;REF:DCG408|PACK;référence;PACK;2;;
Électro portatif;meulage;DCG407NT-XJ;Meuleuse Ø125 mm 18V DCG407NT-XJ + 1 batterie 18V 5 Ah + 1 Chargeur DCB1104-QW DEWALT;294,90;pack;meuleuse;18;TSTAK;5;;1;;;sans-ref;famille:machine;REF:DCG407|PACK;référence;PACK;3;;
Électro portatif;combo;DCK796D2T;DEWALT DCK796D2T;297,08;pack;pack d'outils;;TSTAK;2;;2;;;inconnu;famille:machine;REF:DCK796|PACK;référence;PACK;1;;
Électro portatif;chantier;DXRH012E;DEWALT DXRH012E;297,99;seul;groupe électrogène;;AUCUN;;;;;;inconnu;famille:machine;REF:DXRH012|OUTIL;référence;OUTIL;1;;
Électro portatif;sciage;DWS774;DEWALT DWS774;298,89;seul;scie à onglet;;AUCUN;;;;;;inconnu;famille:machine;REF:DWS774|OUTIL;référence;OUTIL;4;;
Électro portatif;sciage;2-PACK;DEWALT 2-PACK;298,99;pack;scie sabre;;AUCUN;;;;;;inconnu;famille:machine;REF:2-PACK|PACK;référence;PACK;1;;
Électro portatif;sciage;DWS5023;DEWALT DWS5023;298,99;seul;;;AUCUN;;;;;;inconnu;famille:machine;REF:DWS5023|OUTIL;référence;OUTIL;1;;
Électro portatif;mesure;DCE0825D1R;DEWALT DCE0825D1R;299,09;seul;niveau laser;;AUCUN;;;;;;inconnu;famille:machine;REF:DCE0825|OUTIL;référence;OUTIL;2;;
Électro portatif;fixation;DCE571N-XJ;Pistolet à mastic sans fil DEWALT DCE571N-XJ 18V Li-Ion XR, sans batterie;299,99;seul;pistolet à mastic;18;AUCUN;;;0;;;sans-ref;famille:machine;REF:DCE571|OUTIL;référence;OUTIL;4;;
Électro portatif;confort;DXF1645A;DEWALT DXF1645A;300,90;seul;ventilateur;;AUCUN;;;;;;inconnu;famille:machine;REF:DXF1645|OUTIL;référence;OUTIL;1;;
Électro portatif;;DCE581NK;DEWALT DCE581NK;302,28;seul;;18;AUCUN;;;;;;inconnu;famille:machine;REF:DCE581|OUTIL;référence;OUTIL;2;;
Électro portatif;meulage;D28715;DEWALT D28715;303,00;seul;meuleuse;;AUCUN;;;;;;inconnu;famille:machine;REF:D28715|OUTIL;référence;OUTIL;1;;
Électro portatif;jardin;DCMHT567P1-QW;DEWALT DCMHT567P1-QW;303,59;pack;taille-haie;;AUCUN;5;;1;;;inconnu;famille:machine;REF:DCMHT567|PACK;référence;PACK;3;;
Électro portatif;meulage;D28710;DEWALT D28710;303,80;seul;meuleuse;;AUCUN;;;;;;inconnu;famille:machine;REF:D28710|OUTIL;référence;OUTIL;1;;
Électro portatif;bois;DCW604N;DEWALT DCW604N;304,62;seul;affleureuse;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCW604|OUTIL;référence;OUTIL;2;;
Électro portatif;vissage-choc;DCF961N;DEWALT DCF961N;306,29;seul;visseuse à chocs;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCF961|OUTIL;référence;OUTIL;4;;
Électro portatif;jardin;;DeWalt Sécateur 38 mm incl. batterie + chargeur;306,92;pack;sécateur;;AUCUN;;;1;;;sans-ref;famille:machine;TIT:s cateur 38 mm incl batterie chargeur;titre;PACK;1;;
Électro portatif;vissage-choc;DCF891N;DEWALT DCF891N;307,96;pack;visseuse à chocs;;AUCUN;2;;1;;;inconnu;famille:machine;REF:DCF891|PACK;référence;PACK;5;;
Électro portatif;meulage;DCM849N;DeWalt DCM 849 N Polisseuse excentrique sans fil 18 V 180 mm Brushless + 1x batterie 2,0 Ah - sans chargeur;309,09;pack;polisseuse;18;AUCUN;2;;1;;;sans-ref;famille:machine;REF:DCM849|PACK;référence;PACK;13;;
Électro portatif;jardin;DCM5713N-XJ;DEWALT DCM5713N-XJ;309,44;pack;débroussailleuse;;AUCUN;;;1;;;inconnu;famille:machine;REF:DCM5713|PACK;référence;PACK;1;;
Électro portatif;combo;DCK2020P2T-QW;DEWALT DCK2020P2T-QW;309,90;pack;pack d'outils;18;TSTAK;2.5;;2;;;inconnu;famille:machine;REF:DCK2020|PACK;référence;PACK;1;;
Électro portatif;batterie;;Dewalt pack batteries XR Flexvolt + chargeur rapide;310,26;pack;batterie;;;;;1;;;sans-ref;famille:energie;TIT:pack batteries xr flexvolt chargeur rapide;titre;PACK;1;;
Électro portatif;percage;DCD790;DEWALT DCD790;310,38;seul;perceuse-visseuse;;AUCUN;;;;;;inconnu;famille:machine;REF:DCD790|OUTIL;référence;OUTIL;1;;
Électro portatif;percage;DCD732M2;DEWALT DCD732M2;310,44;pack;perceuse-visseuse;;AUCUN;4;;2;;;inconnu;famille:machine;REF:DCD732|PACK;référence;PACK;1;;
Électro portatif;percage;DCD732;DEWALT DCD732;310,44;seul;perceuse-visseuse;;AUCUN;;;;;;inconnu;famille:machine;REF:DCD732|OUTIL;référence;OUTIL;1;;
Électro portatif;percage;DCZ100P2KT-QW;DEWALT DCZ100P2KT-QW;311,82;pack;perceuse-visseuse;;AUCUN;5;;2;;;inconnu;famille:machine;REF:DCZ100|PACK;référence;PACK;1;;
Électro portatif;fixation;DCN660N;DeWALT DCN660N-XJ — Cloueur de finition 18V DCN660N-XJ;311,83;seul;cloueur;;AUCUN;;;0;;;reconnu;famille:machine;REF:DCN660|OUTIL;référence;OUTIL;2;DCN660N-XJ;782,89
Électro portatif;jardin;DCPR320B;DEWALT Dewalt DCPR320B Sécateur sans fil 20 V MAX;313,32;seul;sécateur;20;AUCUN;;;;;;sans-ref;famille:machine;REF:DCPR320|OUTIL;référence;OUTIL;2;;
Électro portatif;percage;DCD81MP2T;DeWalt McLaren DCD81MP2T;313,35;pack;perceuse-visseuse;18;TSTAK;5;;2;;oui;sans-ref;famille:machine;REF:DCD81|PACK;référence;PACK;1;;
Électro portatif;meulage;;DeWalt DIANA Branch shears 45mm Aluminium;313,46;seul;cisaille;;AUCUN;;;;;;sans-ref;famille:machine;TIT:diana branch shears 45mm aluminium;titre;OUTIL;1;;
Électro portatif;mesure;DCE825NG18-XJ;DEWALT DCE825NG18-XJ;314,00;seul;niveau laser;;AUCUN;;;;;;inconnu;famille:machine;REF:DCE825|OUTIL;référence;OUTIL;2;;
Électro portatif;confort;DXF1853;DEWALT DXF1853;314,90;seul;ventilateur;;AUCUN;;;;;;inconnu;famille:machine;REF:DXF1853|OUTIL;référence;OUTIL;1;;
Électro portatif;perforation;DCH274N;DEWALT DCH274N;315,00;seul;marteau perforateur;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCH274|OUTIL;référence;OUTIL;1;;
Électro portatif;mesure;;Laser autonivelant 360° - DeWalt - Ligne 360° - Faisceau croisé - Portée 10m - Précision +/- 4 mm à 10 m;318,04;pack;niveau laser;;AUCUN;;;;;;sans-ref;famille:machine;TIT:laser autonivelant 360 ligne 360 faisceau crois port e 10m pr cision 4 mm 10 m;titre;PACK;1;;
Électro portatif;vissage-choc;DCF92MP2T;DeWalt McLaren F1 Team DCF92MP2T 18V 2x 5,0 Ah und Ladegerät in TSTAK;318,31;pack;visseuse à chocs;18;TSTAK;5;;2;;oui;sans-ref;famille:machine;REF:DCF92|PACK;référence;PACK;1;;
Électro portatif;bois;D26204K;DEWALT D26204K;318,61;seul;défonceuse;;AUCUN;;;;;;inconnu;famille:machine;REF:D26204|OUTIL;référence;OUTIL;1;;
Électro portatif;sciage;DCS350NT-XJ;DEWALT DCS350NT-XJ;318,84;pack;;18;TSTAK;5;;1;;;inconnu;famille:machine;REF:DCS350|PACK;référence;PACK;3;;
Électro portatif;mesure;DCE0811;DEWALT DCE0811;318,99;seul;niveau laser;;AUCUN;;;;;;inconnu;famille:machine;REF:DCE0811|OUTIL;référence;OUTIL;3;;
Électro portatif;percage;DCD240N-XJ;DEWALT DCD240N-XJ;319,96;seul;malaxeur;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCD240|OUTIL;référence;OUTIL;2;;
Électro portatif;percage;DCD1007P1T-QW;Dewalt DCD1007P1T-QW Perceuse-visseuse a percussion sans fil 18 V 169Nm XRP - 1X5.0Ah Batterie + chargeur en T-STAK;324,13;pack;perceuse-visseuse;18;TSTAK;5;;1;;;sans-ref;famille:machine;REF:DCD1007|PACK;référence;PACK;4;;
Électro portatif;sciage;DCS577N-XJ;DEWALT DCS577N-XJ;324,32;seul;scie circulaire;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCS577|OUTIL;référence;OUTIL;2;;
Électro portatif;;DWP611;DEWALT DWP611 Routeur compact à couple variable 1,25 HP avec LED DEWALT;325,10;seul;;;;;;;;;sans-ref;titre;REF:DWP611|OUTIL;référence;OUTIL;1;;
Électro portatif;meulage;DCS496N-XJ;DEWALT DCS496N-XJ;325,44;seul;cisaille;18;AUCUN;;;0;;;inconnu;famille:machine;REF:DCS496|OUTIL;référence;OUTIL;1;;
Électro portatif;meulage;;Dewalt Meuleuse d'Angle 125Mm 18V Dcg407M1T 1X4.0Ah Bl Tstak;326,31;pack;meuleuse d'angle;18;TSTAK;4;;1;;;sans-ref;famille:machine;TIT:meuleuse d angle 125mm 18v dcg407m1t 1x4 0ah bl tstak;titre;PACK;1;;
Électro portatif;batterie;;DeWalt Akku-Vakuum-Heber 18 V XR;326,32;pack;batterie;18;;2;;18;;;sans-ref;famille:energie;TIT:akku vakuum heber 18 v xr;titre;PACK;1;;
Électro portatif;fixation;DCE571N-XJ;Pistolet à mastic Tube Court XR 18V - DEWALT - Sans batterie, ni chargeur - DCE571N-XJ;326,95;pack;pistolet à mastic;18;AUCUN;;;0;;;sans-ref;famille:machine;REF:DCE571|PACK;référence;PACK;4;;
Électro portatif;percage;;Dewalt 18V Combo Drill + Impact Wrench Set Dck2060L2T (Dcd778+Dcf787) 2X3.0Ah Tstak Ii;326,99;pack;perceuse;18;TSTAK;3;;2;;;sans-ref;famille:machine;TIT:18v combo drill impact wrench set dck2060l2t dcd778 dcf787 2x3 0ah tstak ii;titre;PACK;1;;
Électro portatif;meulage;DCGG581N;Presse à graisse sans fil Dewalt DCGG581N, presse à graisse, 18 V Li-Ion, 230 g/min, 690 bar, tuyau de 1,2 m, LED, sac s;328,90;pack;;18;AUCUN;;;0;;;sans-ref;famille:machine;REF:DCGG581|PACK;référence;PACK;7;;
Électro portatif;meulage;DCG420N-XJ;Meuleuse droite compacte XR 18V DCG420N-XJ + 1 batterie 18V 5 Ah + 1 Chargeur DCB1104-QW DEWALT;328,90;pack;meuleuse droite;18;AUCUN;5;;1;;;sans-ref;famille:machine;REF:DCG420|PACK;référence;PACK;2;;
Électro portatif;percage;DCD85ME2GT-QW;DEWALT DCD85ME2GT-QW;329,99;seul;perceuse-visseuse;;AUCUN;;;;;;inconnu;famille:machine;REF:DCD85|OUTIL;référence;OUTIL;1;;
Électro portatif;chantier;DCMPW1600N-XJ;DeWALT DCMPW1600N-XJ — Nettoyeur haute pression XR 2 X 18V DCMPW1600N-XJ;330,25;seul;nettoyeur haute pression;;AUCUN;;;0;;;reconnu;famille:machine;REF:DCMPW1600|OUTIL;référence;OUTIL;1;DCMPW1600N-XJ;562,25
Électro portatif;percage;DCD991P2;DEWALT DCD991P2;330,41;pack;perceuse-visseuse;;AUCUN;5;;2;;;inconnu;famille:machine;REF:DCD991|PACK;référence;PACK;2;;
Électro portatif;combo;DCK268P2T;DEWALT DCK268P2T;330,76;pack;pack d'outils;18;TSTAK;5;;2;;;inconnu;famille:machine;REF:DCK268|PACK;référence;PACK;1;;
Électro portatif;sciage;DCS572;DeWalt DCS 572 Scie circulaire sans fil 18V 184mm Brushless (DCS 572);331,02;pack;scie circulaire;18;AUCUN;;;;572;;sans-ref;famille:machine;REF:DCS572|PACK;référence;PACK;16;;
Électro portatif;perforation;DCH253N-XJ;DEWALT DCH253N-XJ Marteau électro-eumatique XR 18 V SDS-Plus 2,1 J 3 Modes sans Chargeur/Batterie, Jaune/Noir, Bare Unit;331,05;pack;;18;AUCUN;;;1;;;sans-ref;famille:machine;REF:DCH253|PACK;référence;PACK;5;;
Électro portatif;percage;DCD792NT;DEWALT DCD792NT;333,59;seul;perceuse-visseuse;;TSTAK;;;0;;;inconnu;famille:machine;REF:DCD792|OUTIL;référence;OUTIL;3;;
Électro portatif;jardin;DCMCS575N-XJ;DEWALT DCMCS575N-XJ;334,00;seul;tronçonneuse;54;AUCUN;;;0;;;inconnu;famille:machine;REF:DCMCS575|OUTIL;référence;OUTIL;1;;
Électro portatif;chargeur;DCB1104-12;Pack de 12 chargeurs DeWALT DCB1104-12 (DCB1104 - 12V 18V);335,00;pack;chargeur;18;;;;;12;;sans-ref;famille:energie;REF:DCB1104-12|PACK;référence;PACK;1;;
Électro portatif;percage;D21520;DEWALT D21520;335,50;seul;perceuse à percussion;;AUCUN;;;;;;inconnu;famille:machine;REF:D21520|OUTIL;référence;OUTIL;1;;
Électro portatif;percage;DCD999X1-QW;DEWALT DCD999X1-QW;335,50;pack;perceuse-visseuse;;AUCUN;9;;1;;;inconnu;famille:machine;REF:DCD999|PACK;référence;PACK;6;;
Électro portatif;combo;DWK211;DEWALT DWK211;337,00;pack;pack d'outils;18;GENERIQUE;2;;2;;;inconnu;famille:machine;REF:DWK211|PACK;référence;PACK;1;;
Électro portatif;sciage;DCS575N-XJ;DeWalt DCS575N-XJ Scie Circulaire XR Flexvolt 54V Brushless 190 mm sans Batterie ni Chargeur, Jaune, Taille Unique;337,48;pack;scie circulaire;54;AUCUN;;;0;;;sans-ref;famille:machine;REF:DCS575|PACK;référence;PACK;3;;
Électro portatif;bois;DW621-QS;DEWALT DW621-QS;338,66;seul;défonceuse;;AUCUN;;;;;;inconnu;famille:machine;REF:DW621|OUTIL;référence;OUTIL;3;;
Électro portatif;mesure;DCLE14301GB-XJ;DEWALT DCLE14301GB-XJ;340,18;seul;niveau laser;;AUCUN;;;;;;inconnu;famille:machine;REF:DCLE14301|OUTIL;référence;OUTIL;1;;
Électro portatif;;;Câble de Charge Véhicule Électrique DEWALT 22kW, Type 2, 5m TPU, 32A 380V AC;340,65;seul;;;;;;;;;sans-ref;titre;TIT:c ble de charge v hicule lectrique 22kw type 2 5m tpu 32a 380v ac;titre;OUTIL;1;;
Électro portatif;combo;DCK2061D2T-QW;DEWALT DCK2061D2T-QW;341,40;pack;pack d'outils;18;TSTAK;2;;2;;;inconnu;famille:machine;REF:DCK2061|PACK;référence;PACK;2;;
Électro portatif;fixation;DCN681N;DEWALT DCN681N;343,28;seul;cloueur;18;AUCUN;;;0;;;inconnu;famille:machine;REF:DCN681|OUTIL;référence;OUTIL;1;;
Électro portatif;aspiration;DWV901L;DEWALT DWV901L;344,00;seul;aspirateur;;AUCUN;;;;;;inconnu;famille:machine;REF:DWV901|OUTIL;référence;OUTIL;1;;
Électro portatif;confort;DXF2067;DeWalt Ventilateur de Sol Tambour 110W 50cm (DXF2067);344,90;seul;ventilateur;;AUCUN;;;;;;sans-ref;famille:machine;REF:DXF2067|OUTIL;référence;OUTIL;1;;
Électro portatif;perforation;D25810K;DEWALT D25810K;344,94;seul;marteau de démolition;;AUCUN;;;;;;inconnu;famille:machine;REF:D25810|OUTIL;référence;OUTIL;1;;
Électro portatif;fixation;DPN9033;DEWALT DPN9033;345,63;seul;cloueur;;AUCUN;;;;;;inconnu;famille:machine;REF:DPN9033|OUTIL;référence;OUTIL;2;;
