Famille;Rayon;Référence;Titre;Prix idealo (€);Pack;Type;Voltage;Coffret;Ah;Nb outils;Nb batteries;Nb pièces;Édition limitée;Origine;Signal de classement;Clé de doublon;Niveau de clé;Variante;Doublons fusionnés;Réf. fiche du site;Prix actuel du site (€)
Électro portatif;batterie;DCB200;Chargeur de batterie 100% authentique DEWALT 20V Max 2/5/6/9Ah, série Li-Ion XR pour outils électriques, batterie DCB200;79,99;pack;batterie;20;;9;;1;;;sans-ref;famille:energie;REF:DCB200|PACK;référence;PACK;9;;
Électro portatif;batterie;DCB606;Batterie DeWALT 100% originale 20V/60V 6Ah 9Ah MAX FlexVolt pour outil électrique DCB606 DCB205 DCB206 DCB209 DCB182 ave;81,14;pack;batterie;60;;9;;1;;;sans-ref;famille:energie;REF:DCB606|PACK;référence;PACK;17;;
Électro portatif;fixation;DCE5601-XJ;Support cartouche pour pistolet à mastic - - DCE5601-XJ;81,13;seul;pistolet à mastic;;AUCUN;;;;;;sans-ref;famille:machine;REF:DCE5601|ACCESSOIRE;référence;ACCESSOIRE;5;;
Électro portatif;jardin;DCE5601;DeWalt DCE5601 Kit pulvérisateurs pour tubes;81,13;pack;pulvérisateur;;AUCUN;;;;;;sans-ref;famille:machine;REF:DCE5601|PACK;référence;PACK;1;;
Électro portatif;combo;DCE4500;DEWALT Tête d'outil réglable en cuivre de 2,2 cm pour DCE4500 (DCE450078);80,87;seul;pack d'outils;;AUCUN;;;;;;sans-ref;famille:machine;REF:DCE4500|OUTIL;référence;OUTIL;1;;
Électro portatif;meulage;HYQ01;Outils électriques multifonctionnels DeWalt sans fil, meuleuse d'angle sans balais, coupeur, clé électrique, polisseuse,;80,39;seul;meuleuse d'angle;18;AUCUN;;;;;;sans-ref;famille:machine;REF:HYQ01|OUTIL;référence;OUTIL;1;;
Électro portatif;batterie;DCB124G;DEWALT DCB124G;83,62;pack;batterie;12;;3;;12;;;inconnu;famille:energie;REF:DCB124|PACK;référence;PACK;1;;
Électro portatif;batterie;DCB090-XJ;DEWALT DCB090-XJ;83,29;pack;;;;;;1;;;inconnu;famille:energie;REF:DCB090|PACK;référence;PACK;1;;
Électro portatif;percage;DCD709N-XJ;DEWALT DCD709N-XJ;83,25;seul;perceuse-visseuse;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCD709|OUTIL;référence;OUTIL;5;;
Électro portatif;aspiration;DXVCS002;DEWALT DXVCS002;82,66;seul;aspirateur;;AUCUN;;;;;;inconnu;famille:machine;REF:DXVCS002|OUTIL;référence;OUTIL;1;;
Électro portatif;chantier;D26414;DEWALT D26414;82,46;seul;décapeur thermique;;AUCUN;;;;;;inconnu;famille:machine;REF:D26414|OUTIL;référence;OUTIL;1;;
Électro portatif;batterie;RB336;Batterie AKKU POWER RB336 pour DEWALT 24V 3AH Ni-Mh type DE0240;84,50;pack;batterie;24;;3;;1;;;sans-ref;famille:energie;REF:RB336|PACK;référence;PACK;1;;
Électro portatif;chargeur;;DEWALT Chargeur rapide sans fil;83,13;pack;chargeur;;;;;;;;sans-ref;famille:energie;TIT:chargeur rapide sans fil;titre;PACK;1;;
Électro portatif;sciage;N233859;Barre pour scie Stationnaire DeWALT N233859;82,99;seul;scie sur table;;AUCUN;;;;;;sans-ref;famille:machine;REF:N233859|OUTIL;référence;OUTIL;1;;
Électro portatif;percage;DWAMF1280;DEWALT Drill Bit Set / Screwdriver Set, 80-Piece (DWAMF1280);82,77;pack;visseuse;;AUCUN;;;;;;sans-ref;famille:machine;REF:DWAMF1280|PACK;référence;PACK;1;;
Électro portatif;;DWE20V;Batterie Dewalt originale 60V/20V, batterie 5AH 6AH 9AH, batterie pour outils électriques DeWalt série DCF DCD DCG DCS D;82,39;pack;;60;AUCUN;9;;1;;;sans-ref;famille:machine;REF:DWE20|PACK;référence;PACK;2;;
Électro portatif;batterie;DCB609;Batterie Dewalt originale 100% authentique 20V/60V 9.0Ah MAX 9000mAh FlexVolt DCB609 DCB202 DCB205 DCB206 DCB209 Outil é;82,39;pack;batterie;60;;9;;1;;;sans-ref;famille:energie;REF:DCB609|PACK;référence;PACK;3;;
Électro portatif;;D279017;DeWalt 5 sacs à poussière D279017;82,38;seul;;;AUCUN;;;;;;sans-ref;famille:machine;REF:D279017|OUTIL;référence;OUTIL;1;;
Électro portatif;aspiration;DXV15A;DEWALT DXV15A;85,05;seul;aspirateur;;AUCUN;;;;;;inconnu;famille:machine;REF:DXV15|OUTIL;référence;OUTIL;3;;
Électro portatif;percage;DCD777N;DEWALT DCD777N;84,90;seul;perceuse-visseuse;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCD777|OUTIL;référence;OUTIL;3;;
Électro portatif;batterie;DCB184G-XJ;DEWALT DCB184G-XJ;84,90;seul;batterie;18;;5;;0;;;inconnu;famille:energie;REF:DCB184|OUTIL;référence;OUTIL;2;;
Électro portatif;vissage-choc;DXBC9002;DEWALT DXBC9002 Lot de 2 Sangles à cliquet rétractables automatiques de 5,1 cm x 3 m - Charge de Travail sûre de 0,5 kg/;85,86;pack;cliquet;;AUCUN;;;;2;;sans-ref;famille:machine;REF:DXBC9002|PACK;référence;PACK;1;;
Électro portatif;batterie;RB3019;Batterie AKKU POWER RB3019 pour DEWALT 14.4V 4Ah Li-ion type DCB142;85,00;pack;batterie;4;;4;;1;;;sans-ref;famille:energie;REF:RB3019|PACK;référence;PACK;1;;
Électro portatif;vissage-choc;DCF887NT;DeWALT DCF887NT-XJ — Visseuse à chocs 18V DCF887NT-XJ;87,59;seul;visseuse à chocs;;TSTAK;;;0;;;reconnu;famille:machine;REF:DCF887|OUTIL;référence;OUTIL;2;DCF887NT-XJ;184,60
Électro portatif;jardin;DCMASBC1N-XJ;DEWALT DCMASBC1N-XJ;87,58;pack;;;AUCUN;;;1;;;inconnu;famille:machine;REF:DCMASBC1|PACK;référence;PACK;1;;
Électro portatif;jardin;N510599;OEM N510599 Poulie de rechange pour tondeuse à gazon DeWalt DCMW220X2 DCMW290H1 DCMW220P2;87,45;seul;tondeuse;;AUCUN;;;;;;sans-ref;famille:machine;REF:N510599|ACCESSOIRE;référence;ACCESSOIRE;1;;
Électro portatif;mesure;DW0802;DEWALT DW0802 33'. Laser Square;87,40;seul;niveau laser;;AUCUN;;;;;;sans-ref;famille:machine;REF:DW0802|OUTIL;référence;OUTIL;1;;
Électro portatif;fixation;DCN890;DeWalt Chasse-clous de rechange pour Cloueur à béton sans fil DCN890 (DCN8901-XJ);87,02;seul;cloueur;18;AUCUN;;;;;;sans-ref;famille:machine;REF:DCN890|ACCESSOIRE;référence;ACCESSOIRE;1;;
Électro portatif;sciage;;Induit moteur n093107 pour Scie a onglets;86,61;seul;scie à onglet;;AUCUN;;;;;;sans-ref;famille:machine;TIT:induit moteur n093107 pour scie a onglets;titre;OUTIL;4;;
Électro portatif;batterie;DCB206;Batterie d'outil électrique 100% originale DeWALT 20V 6000mAh DCB206 DCB205 DCB200 DCF887 DCG405 DCD791 DCF922 DCF850 DC;86,39;pack;batterie;60;;9;;1;;;sans-ref;famille:energie;REF:DCB206|PACK;référence;PACK;6;;
Électro portatif;jardin;DCMH3285;DEWALT DCMH3285 Tuyau d'arrosage robuste de qualité professionnelle 15,2 m x 1,6 cm pour jardin, jaune, noir;86,21;seul;;;AUCUN;;;;;;sans-ref;famille:machine;REF:DCMH3285|OUTIL;référence;OUTIL;1;;
Électro portatif;chargeur;;DEWALT Chargeur USB PD Mobile pour siège Avant et arrière;86,04;pack;chargeur;;;;;;;;sans-ref;famille:energie;TIT:chargeur usb pd mobile pour si ge avant et arri re;titre;PACK;1;;
Électro portatif;;DE7777-XJ;"Kit de connecteur DeWalt DE7777-XJ; 100 mm";86,01;pack;;;;;;;;;sans-ref;titre;REF:DE7777|PACK;référence;PACK;1;;
Électro portatif;aspiration;AT-DXV20P;DEWALT AT-DXV20P;88,49;seul;aspirateur;;AUCUN;;;;;;inconnu;famille:machine;REF:AT-DXV20P|OUTIL;référence;OUTIL;1;;
Électro portatif;batterie;GDE1220MH;Batterie 12v 2ah ni-mh - AKKU POWER GMBH - DEWALT - GDE1220MH;90,14;pack;batterie;12;;2;;1;;;sans-ref;famille:energie;REF:GDE1220|PACK;référence;PACK;2;;
Électro portatif;batterie;DCB107;DeWalt Power Set 1 x 18V 5,0 Ah + DCB107 (6143);90,00;pack;batterie;18;;5;;1;;;sans-ref;famille:energie;REF:DCB107|PACK;référence;PACK;3;;
Électro portatif;vissage-choc;DCF809NT;DEWALT DCF809NT;94,31;seul;visseuse à chocs;;TSTAK;5;;0;;;inconnu;famille:machine;REF:DCF809|OUTIL;référence;OUTIL;3;;
Électro portatif;;DWE46225;DEWALT DWE46225;94,02;seul;;;AUCUN;;;;;;inconnu;famille:machine;REF:DWE46225|OUTIL;référence;OUTIL;1;;
Électro portatif;aspiration;AT-DXV20PC;DEWALT AT-DXV20PC;93,71;seul;aspirateur;;AUCUN;;;;;;inconnu;famille:machine;REF:AT-DXV20PC|OUTIL;référence;OUTIL;1;;
Électro portatif;meulage;DWE4203;DEWALT DWE4203;92,40;seul;meuleuse d'angle;;AUCUN;;;;;;inconnu;famille:machine;REF:DWE4203|OUTIL;référence;OUTIL;1;;
Électro portatif;aspiration;DWH050-XJ;DEWALT DWH050-XJ;91,99;seul;système d'aspiration;;AUCUN;;;;;;inconnu;famille:machine;REF:DWH050|OUTIL;référence;OUTIL;1;;
Électro portatif;meulage;DWE4207-QS;DEWALT DWE4207-QS;91,50;seul;meuleuse d'angle;;AUCUN;;;;;;inconnu;famille:machine;REF:DWE4207|OUTIL;référence;OUTIL;2;;
Électro portatif;meulage;DWE4237-QS;DEWALT DWE4237-QS;91,22;seul;meuleuse d'angle;;AUCUN;;;;;;inconnu;famille:machine;REF:DWE4237|OUTIL;référence;OUTIL;3;;
Électro portatif;meulage;DWE4217;DEWALT DWE4217;91,09;seul;meuleuse d'angle;;AUCUN;;;;;;inconnu;famille:machine;REF:DWE4217|OUTIL;référence;OUTIL;2;;
Électro portatif;mesure;DWHT0-43172;DEWALT DWHT0-43172;90,98;seul;niveau;;AUCUN;;;;;;inconnu;famille:machine;REF:DWHT0-43172|OUTIL;référence;OUTIL;1;;
Électro portatif;chargeur;DCB094K-QW;DEWALT DCB094K-QW;90,90;pack;chargeur;;;;;;;;inconnu;famille:energie;REF:DCB094|PACK;référence;PACK;1;;
Électro portatif;perforation;DT60839-QZ;DEWALT Marteau perforateur DEWALT SDS-max 35x670x540 mm DT60839-QZ Quantité:1;93,99;seul;marteau perforateur;;AUCUN;;;;;;sans-ref;famille:machine;REF:DT60839|OUTIL;référence;OUTIL;1;;
Électro portatif;batterie;DCB1102D2-QW;Dewalt DCB1102D2-QW Pack 2 Batteries XR 18V - 2.0Ah Li-Ion + Chargeur;91,36;pack;batterie;18;;2;;2;;;sans-ref;famille:energie;REF:DCB1102|PACK;référence;PACK;5;;
Électro portatif;vissage-choc;DWMT19241-1;"DeWalt Coffret 22 pièces douilles et clé à cliquet 1/2"" (DWMT19241-1)";90,77;pack;cliquet;;GENERIQUE;;;;;;sans-ref;famille:machine;REF:DWMT19241-1|PACK;référence;PACK;1;;
Électro portatif;mesure;DE0892G;DeWALT DE0892G-XJ — Cellule de réception laser vert DE0892G-XJ;97,28;seul;niveau laser;;AUCUN;;;;;;reconnu;famille:machine;REF:DE0892|OUTIL;référence;OUTIL;1;DE0892G-XJ;187,06
Électro portatif;batterie;DCB140;DEWALT DCB140;98,16;pack;batterie;4;;3;;1;;;inconnu;famille:energie;REF:DCB140|PACK;référence;PACK;1;;
Électro portatif;percage;DWD112S;DEWALT DWD112S;97,86;seul;perceuse à percussion;;AUCUN;;;;;;inconnu;famille:machine;REF:DWD112|OUTIL;référence;OUTIL;1;;
Électro portatif;vissage-choc;DCF801N-XJ;DEWALT DCF801N-XJ;96,30;seul;visseuse à chocs;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCF801|OUTIL;référence;OUTIL;2;;
Électro portatif;percage;DCD708NT;DEWALT DCD708NT;95,36;seul;perceuse-visseuse;;TSTAK;;;0;;;inconnu;famille:machine;REF:DCD708|OUTIL;référence;OUTIL;3;;
Électro portatif;meulage;D28011;DEWALT D28011;95,27;seul;meuleuse d'angle;;AUCUN;;;;;;inconnu;famille:machine;REF:D28011|OUTIL;référence;OUTIL;1;;
Électro portatif;batterie;DCB183;Dewalt DCB183 Lot de 2 batteries XR 18 V 2,0 Ah pour DCD785, DCD985, DCF885, Dcs391, Dcs331;97,00;pack;batterie;18;;2;;2;2;;sans-ref;famille:energie;REF:DCB183|PACK;référence;PACK;2;;
Électro portatif;batterie;DWT2151643;DeWalt Telecoms Powerbank 2 ports 10000mAh (DWT2151643);96,79;pack;batterie;;;;;1;;;sans-ref;famille:energie;REF:DWT2151643|PACK;référence;PACK;1;;
Électro portatif;sciage;DT99593-QZ;DeWalt DT99593-QZ Lame de Scie Alligator HSS XR Extreme de 430 mm de longueur pour bois dur, 0 W, 0 V, Noir, 430 mm;96,47;seul;scie sabre;;AUCUN;;;;;;sans-ref;famille:machine;REF:DT99593|OUTIL;référence;OUTIL;1;;
Électro portatif;sciage;DCS3501;DEWALT DCS3501 Lot de matrices de découpe de rechange;96,22;pack;;;AUCUN;;;;;;sans-ref;famille:machine;REF:DCS3501|ACCESSOIRE;référence;ACCESSOIRE;1;;
Électro portatif;percage;DCD796NT;DeWALT DCD796NT-XJ — Perceuse visseuse à percussion 18V DCD796NT-XJ;98,28;seul;perceuse-visseuse;;TSTAK;;;0;;;reconnu;famille:machine;REF:DCD796|OUTIL;référence;OUTIL;7;DCD796NT-XJ;352,09
Électro portatif;batterie;DCBP318-XJ;DEWALT DCBP318-XJ;100,90;pack;batterie;18;;3.5;;1;;;inconnu;famille:energie;REF:DCBP318|PACK;référence;PACK;1;;
Électro portatif;fixation;DPSB2IN1-XJ;DEWALT DPSB2IN1-XJ;100,08;seul;cloueur;;AUCUN;;;;;;inconnu;famille:machine;REF:DPSB2|OUTIL;référence;OUTIL;1;;
Électro portatif;sciage;DWE5615-QS;DEWALT DWE5615-QS;99,90;seul;scie circulaire;;AUCUN;;;;;;inconnu;famille:machine;REF:DWE5615|OUTIL;référence;OUTIL;1;;
Électro portatif;;DCF601N;DEWALT DCF601N;99,67;seul;;;AUCUN;2;;0;;;inconnu;famille:machine;REF:DCF601|OUTIL;référence;OUTIL;2;;
Électro portatif;percage;DWD024KS;DEWALT DWD024KS;98,88;seul;perceuse à percussion;;AUCUN;;;;;;inconnu;famille:machine;REF:DWD024|OUTIL;référence;OUTIL;3;;
Électro portatif;combo;DW6184;DEWALT DW6184 Base fixe (pour routeur DW616/618);101,18;seul;pack d'outils;;AUCUN;;;;;;sans-ref;famille:machine;REF:DW6184|OUTIL;référence;OUTIL;2;;
Électro portatif;vissage-choc;DCF787N-SFXJ;Visseuse à choc sans fil brushless DeWalt DCF787N-SFXJ 18V Li-ion XR - Sans batterie;99,99;seul;visseuse à chocs;18;AUCUN;;;0;;;sans-ref;famille:machine;REF:DCF787|OUTIL;référence;OUTIL;1;;
Électro portatif;chargeur;DCB116XR;Chargeur rapide DeWalt DCB 116 XR 12 V - 18 V Li-Ion 6 A;99,91;pack;chargeur;18;;;;;;;sans-ref;famille:energie;REF:DCB116|PACK;référence;PACK;1;;
Électro portatif;confort;DCR011;DeWALT DCR011-XJ — Enceinte bluetooth 18V DCR011-XJ;102,90;pack;radio de chantier;;AUCUN;;;;;;reconnu;famille:machine;REF:DCR011|PACK;référence;PACK;1;DCR011-XJ;178,36
Électro portatif;jardin;DCMHT520N-XJ;DEWALT DCMHT520N-XJ;104,90;seul;taille-haie;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCMHT520|OUTIL;référence;OUTIL;1;;
Électro portatif;meulage;DWE4206-QS;DEWALT DWE4206-QS;104,60;seul;meuleuse d'angle;;AUCUN;;;;;;inconnu;famille:machine;REF:DWE4206|OUTIL;référence;OUTIL;2;;
Électro portatif;meulage;DWE4233;DEWALT DWE4233;104,55;seul;meuleuse d'angle;;AUCUN;;;;;;inconnu;famille:machine;REF:DWE4233|OUTIL;référence;OUTIL;2;;
Électro portatif;meulage;DWE4884-QS;DEWALT DWE4884-QS;103,79;seul;meuleuse droite;;AUCUN;;;;;;inconnu;famille:machine;REF:DWE4884|OUTIL;référence;OUTIL;1;;
Électro portatif;meulage;DWE4016D2;DEWALT DWE4016D2;103,63;pack;meuleuse d'angle;;AUCUN;2;;2;;;inconnu;famille:machine;REF:DWE4016|PACK;référence;PACK;1;;
Électro portatif;aspiration;DCV517N-XJ;DEWALT DCV517N-XJ;101,90;seul;aspirateur;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCV517|OUTIL;référence;OUTIL;2;;
Électro portatif;percage;DCDW101;DEWALT DCDW101;101,76;seul;;;AUCUN;;;;;;inconnu;famille:machine;REF:DCDW101|OUTIL;référence;OUTIL;1;;
Électro portatif;mesure;DC528N;DeWalt DC 528N;102,10;seul;projecteur;;AUCUN;;;;;;sans-ref;famille:machine;REF:DC528|OUTIL;référence;OUTIL;1;;
Électro portatif;percage;DCD794NT;DeWALT DCD794NT-XJ — Perceuse-visseuse 18V DCD794NT-XJ;108,18;seul;perceuse-visseuse;18;TSTAK;;;0;;;reconnu;famille:machine;REF:DCD794|OUTIL;référence;OUTIL;2;DCD794NT-XJ;202,98
Électro portatif;mesure;DW099S-XJ;DEWALT DW099S-XJ;109,10;seul;télémètre laser;;AUCUN;;;;;;inconnu;famille:machine;REF:DW099|OUTIL;référence;OUTIL;1;;
Électro portatif;mesure;DWHT77200;DEWALT DWHT77200;108,07;seul;télémètre laser;;AUCUN;;;;;;inconnu;famille:machine;REF:DWHT77200|OUTIL;référence;OUTIL;1;;
Électro portatif;bois;D26441;DEWALT D26441;107,80;seul;ponceuse;;AUCUN;;;;;;inconnu;famille:machine;REF:D26441|OUTIL;référence;OUTIL;1;;
Électro portatif;perforation;D25033;DEWALT D25033;107,18;seul;perforateur;;AUCUN;;;;;;inconnu;famille:machine;REF:D25033|OUTIL;référence;OUTIL;2;;
Électro portatif;jardin;DCMASPS5N-XJ;DEWALT DCMASPS5N-XJ;107,10;seul;élagueuse sur perche;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCMASPS5|OUTIL;référence;OUTIL;1;;
Électro portatif;confort;;DeWalt TS-SPEAKER;108,99;seul;radio de chantier;;AUCUN;;;;;;sans-ref;famille:machine;TIT:ts speaker;titre;OUTIL;1;;
Électro portatif;percage;DCF840N;DeWalt DCF 840 N;108,85;seul;perceuse-visseuse;;AUCUN;;;;;;sans-ref;famille:machine;REF:DCF840|OUTIL;référence;OUTIL;11;;
Électro portatif;mesure;DW088CG;Dewalt - Niveau laser croix autonivelant DW088CG - Faisceau vert - Portée 30 m - Auto-nivellement - Précision +/-3mm@10m;108,00;pack;niveau laser;;AUCUN;;;;;;sans-ref;famille:machine;REF:DW088|PACK;référence;PACK;3;;
Électro portatif;combo;DCE5801;DeWALT DCE5801 Couplage de tube transparent pour les canons chimiques XR DCE560 et DCE580;107,36;seul;pack d'outils;;AUCUN;;;;;;sans-ref;famille:machine;REF:DCE5801|ACCESSOIRE;référence;ACCESSOIRE;9;;
Électro portatif;bois;DWE6421K;"DEWALT DWE6421K Random Orbit Sander Kit, 5""";106,72;pack;ponceuse;;AUCUN;;;;;;sans-ref;famille:machine;REF:DWE6421|PACK;référence;PACK;1;;
Électro portatif;batterie;DCB203;DeWALT DCB203 Lithium-ION 2000mAh 20V Batterie Rechargeable - Batteries Rechargeables (2000 mAh, Lithium-ION (Li-ION), 2;106,70;pack;batterie;20;;;;20;;;sans-ref;famille:energie;REF:DCB203|PACK;référence;PACK;1;;
Électro portatif;batterie;DCB112D2;Dewalt DCB112D2 Pack de batteries DEWALT 18V 2.0Ah Li-Ion - 2 batteries + Chargeur DCB112;106,52;pack;batterie;18;;2;;2;;;sans-ref;famille:energie;REF:DCB112|PACK;référence;PACK;1;;
Électro portatif;;DXMA1902092;DeWalt Écouteurs True Wireless Bluetooth 37h IP56 Jaune (DXMA1902092);105,99;seul;;;;;;;;;sans-ref;titre;REF:DXMA1902092|OUTIL;référence;OUTIL;1;;
Électro portatif;sciage;DT90353;DEWALT DT90353;113,98;seul;scie;;AUCUN;;;;;;inconnu;famille:machine;REF:DT90353|OUTIL;référence;OUTIL;1;;
Électro portatif;percage;DCD710;DEWALT DCD710;112,74;seul;perceuse-visseuse;;AUCUN;;;;;;inconnu;famille:machine;REF:DCD710|OUTIL;référence;OUTIL;2;;
Électro portatif;percage;DCD710D2;DEWALT DCD710D2;112,74;pack;perceuse-visseuse;;AUCUN;2;;2;;;inconnu;famille:machine;REF:DCD710|PACK;référence;PACK;3;;
Électro portatif;fixation;DPSSX38-XJ;DEWALT DPSSX38-XJ;112,00;seul;cloueur;;AUCUN;;;;;;inconnu;famille:machine;REF:DPSSX38|OUTIL;référence;OUTIL;1;;
Électro portatif;fixation;DZN930;DEWALT DZN930;111,99;seul;cloueur;;AUCUN;;;;;;inconnu;famille:machine;REF:DZN930|OUTIL;référence;OUTIL;1;;
Électro portatif;meulage;DWE4156KD;DEWALT DWE4156KD;109,99;seul;meuleuse d'angle;;AUCUN;;;;;;inconnu;famille:machine;REF:DWE4156|OUTIL;référence;OUTIL;1;;
Électro portatif;meulage;DWE4227;DEWALT DWE4227;109,90;seul;meuleuse d'angle;;AUCUN;;;;;;inconnu;famille:machine;REF:DWE4227|OUTIL;référence;OUTIL;1;;
Électro portatif;percage;;DeWALT Visseuse à réglage de couple et vitesse lente;114,25;seul;visseuse;;AUCUN;;;;;;sans-ref;famille:machine;TIT:visseuse r glage de couple et vitesse lente;titre;OUTIL;1;;
Électro portatif;combo;DWS520KR;DEWALT Rail de Guidage 1.5m pour DWS520KR DWS5022-XJ & Raccord de Rails de Guidage - Outillage Électroportatif - Adaptat;112,26;seul;pack d'outils;;AUCUN;;;;;;sans-ref;famille:machine;REF:DWS520|ACCESSOIRE;référence;ACCESSOIRE;1;;
Électro portatif;sciage;DT90355-QZ;DeWalt Set de scies-cloches bimétallique Extreme pour plombier 11 pièces (DT90355-QZ);111,99;pack;scie;;AUCUN;;;;;;sans-ref;famille:machine;REF:DT90355|PACK;référence;PACK;1;;
Électro portatif;aspiration;AT-DXV15T;DEWALT AT-DXV15T;115,50;seul;aspirateur;;AUCUN;;;;;;inconnu;famille:machine;REF:AT-DXV15T|OUTIL;référence;OUTIL;1;;
Électro portatif;confort;DCR019;DEWALT DCR019;115,18;seul;radio de chantier;;AUCUN;;;;;;inconnu;famille:machine;REF:DCR019|OUTIL;référence;OUTIL;1;;
Électro portatif;percage;DW274;DEWALT DW274;115,14;seul;visseuse;;AUCUN;;;;;;inconnu;famille:machine;REF:DW274|OUTIL;référence;OUTIL;4;;
Électro portatif;vissage-choc;DCF880N;DEWALT DCF880N;114,98;seul;visseuse à chocs;;AUCUN;4;;0;;;inconnu;famille:machine;REF:DCF880|OUTIL;référence;OUTIL;2;;
Électro portatif;meulage;DWE490;DEWALT DWE490;114,87;seul;meuleuse d'angle;;AUCUN;;;;;;inconnu;famille:machine;REF:DWE490|OUTIL;référence;OUTIL;1;;
Électro portatif;confort;;DEWALT Enceinte Bluetooth Portable (Version Mise à Jour), Haut-Parleur Portable sans Fil à Clipser Jobsite Pro résistant;117,91;seul;radio de chantier;;AUCUN;;;;;;sans-ref;famille:machine;TIT:enceinte bluetooth portable version mise jour haut parleur portable sans fil clipser jobsite pro r sistant;titre;OUTIL;3;;
Électro portatif;chargeur;;DEWALT Chargeur USB C 4 Ports 100W Haute Puissance, Station de Charge Multiport avec Répartition Intelligente, Câble EU ;116,99;pack;chargeur;20;;;;;;;sans-ref;famille:energie;TIT:chargeur usb c 4 ports 100w haute puissance station de charge multiport avec r partition intelligente c ble eu;titre;PACK;1;;
Électro portatif;meulage;;DEWALT Meuleuse Compacte avec Interrupteur à Palette, avec Système d'Éjection de la Poussière et Carter de Protection Ré;116,75;pack;meuleuse;;AUCUN;;;;;;sans-ref;famille:machine;TIT:meuleuse compacte avec interrupteur palette avec syst me d jection de la poussi re et carter de protection r;titre;ACCESSOIRE;1;;
Électro portatif;meulage;DWE4237-QS;DEWALT - Meuleuse d'Angle - DWE4237-QS - Meuleuse avec Protection Anti-Redémarrage & Coffret de 10 Disques Pour Meuleuse;116,26;pack;meuleuse d'angle;;AUCUN;;;;10;;sans-ref;famille:machine;REF:DWE4237|PACK;référence;PACK;2;;
Électro portatif;percage;DCD799;DeWALT DCD799N-XJ — Perceuse-visseuse à percussion 18V DCD799N-XJ;122,97;seul;perceuse-visseuse;;AUCUN;;;;;;reconnu;famille:machine;REF:DCD799|OUTIL;référence;OUTIL;2;DCD799N-XJ;174,66
Électro portatif;bois;DNP612;DEWALT DNP612;122,89;seul;défonceuse;;AUCUN;;;;;;inconnu;famille:machine;REF:DNP612|OUTIL;référence;OUTIL;1;;
Électro portatif;aspiration;AT-DXV20PTA;DEWALT AT-DXV20PTA;122,25;seul;aspirateur;;AUCUN;;;;;;inconnu;famille:machine;REF:AT-DXV20PTA|OUTIL;référence;OUTIL;1;;
Électro portatif;fixation;DPS8016;DEWALT DPS8016;121,00;seul;agrafeuse;;AUCUN;;;;;;inconnu;famille:machine;REF:DPS8016|OUTIL;référence;OUTIL;1;;
Électro portatif;perforation;D25133K;DEWALT D25133K;120,94;seul;marteau perforateur;;AUCUN;;;;;;inconnu;famille:machine;REF:D25133|OUTIL;référence;OUTIL;2;;
Électro portatif;fixation;DCE5801-XJ;Tube long transparent pour pistolet à mastic - DEWALT - DCE5801-XJ;122,97;seul;pistolet à mastic;;AUCUN;;;;;;sans-ref;famille:machine;REF:DCE5801|OUTIL;référence;OUTIL;3;;
Électro portatif;percage;DCD778N;Dewalt DCD778N Perceuse à marteau mixte sans balais 18 V, 65 Nm XR Li-Ion;122,12;seul;perceuse;18;AUCUN;;;0;;;sans-ref;famille:machine;REF:DCD778|OUTIL;référence;OUTIL;2;;
Électro portatif;sciage;DT90352-QZ;DEWALT DT90352-QZ Jeu de scies-cloches 16 mm, 20 mm, 25 mm, 32 mm, 40 mm, 51 mm, 64 mm 11 pc(s);119,97;seul;scie;;AUCUN;;;;;;sans-ref;famille:machine;REF:DT90352|OUTIL;référence;OUTIL;1;;
Électro portatif;bois;DCS353B;Dewalt DCS353B Outil oscillant sans fil Lithium-Ion 12 V MAX (outil uniquement);118,68;seul;outil multifonctions;12;AUCUN;;;;;;sans-ref;famille:machine;REF:DCS353|OUTIL;référence;OUTIL;4;;
Électro portatif;bois;DCW210N;DeWALT DCW210N-XJ — Ponceuse Ø125 mm 18V DCW210N-XJ;127,55;seul;ponceuse;18;AUCUN;;;0;;;reconnu;famille:machine;REF:DCW210|OUTIL;référence;OUTIL;2;DCW210N-XJ;242,41
Électro portatif;jardin;DCMBL562N-XJ;DeWALT DCMBL562N-XJ — Souffleur 18V DCMBL562N-XJ;127,15;seul;;18;AUCUN;;;0;;;reconnu;famille:machine;REF:DCMBL562|OUTIL;référence;OUTIL;1;DCMBL562N-XJ;217,82
Électro portatif;aspiration;DCV501LN-XJ;DeWALT DCV501LN-XJ — Aspirateur à main 18V DCV501LN-XJ;123,49;seul;aspirateur;;AUCUN;;;0;;;reconnu;famille:machine;REF:DCV501|OUTIL;référence;OUTIL;1;DCV501LN-XJ;231,32
Électro portatif;sciage;DCS312N-XJ;DEWALT DCS312N-XJ;128,15;seul;scie sabre;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCS312|OUTIL;référence;OUTIL;2;;
Électro portatif;sciage;DWE550;DEWALT DWE550;127,93;seul;scie circulaire;;AUCUN;;;;;;inconnu;famille:machine;REF:DWE550|OUTIL;référence;OUTIL;1;;
